AveragePrice,Total Volume,type,region,month
1.21,3948234.94,0,29,2
1.08,4959257.88,0,29,2
1.03,5919226.12,0,29,2
1.06,4650798.49,0,29,1
1.21,4412280.93,0,29,1
1.09,4891516.5,0,29,1
1.2,3890225.41,0,29,1
1.07,4524219.73,0,29,1
1.24,325634.21,0,30,12
1.19,357508.29,0,30,12
1.29,310425.3,0,30,12
1.12,440990.34,0,30,12
1.41,262748.42,0,30,11
1.39,315783.24,0,30,11
1.48,268388.51,0,30,11
1.47,242666.87,0,30,11
1.52,255455.34,0,30,10
1.48,291385.56,0,30,10
1.47,290884.89,0,30,10
1.4,305506.51,0,30,10
1.52,291185.37,0,30,10
1.58,315399.04,0,30,9
1.48,316980.64,0,30,9
1.44,343314.74,0,30,9
1.38,374902.91,0,30,9
1.08,573338.65,0,30,8
1.34,413497.16,0,30,8
1.21,463651.71,0,30,8
1.41,457429.1,0,30,8
1.49,435129.36,0,30,7
1.36,463062.51,0,30,7
1.37,412386.17,0,30,7
1.06,569327.81,0,30,7
1.29,525917.26,0,30,7
1.28,497816.81,0,30,6
1.26,485945.76,0,30,6
1.19,472020.49,0,30,6
1.18,471356.84,0,30,6
1.1,499944.01,0,30,5
1.02,433251.71,0,30,5
1.07,443517.22,0,30,5
0.97,546838.34,0,30,5
1.02,628512.14,0,30,5
1.07,431615.62,0,30,4
1.12,399074.14,0,30,4
1.04,409227.87,0,30,4
0.99,486716.71,0,30,4
1.13,423257.57,0,30,3
1.14,414604.35,0,30,3
1.01,476634.67,0,30,3
1.08,405931.49,0,30,3
1.1,387149.69,0,30,2
1.16,380427.08,0,30,2
0.99,456439.67,0,30,2
0.97,605846.78,0,30,2
1.07,419786.19,0,30,1
1.07,453559.54,0,30,1
1.08,447078.92,0,30,1
1.24,343406.89,0,30,1
0.96,553828.14,0,30,1
0.94,359005.75,0,31,12
0.92,333093.29,0,31,12
1.22,247659.65,0,31,12
0.97,398859.76,0,31,12
1.46,221373.99,0,31,11
1.46,239374.44,0,31,11
1.4,250639.48,0,31,11
1.47,236696.6,0,31,11
1.54,223224.74,0,31,10
1.52,236500.42,0,31,10
1.23,311363.97,0,31,10
1.44,267399.38,0,31,10
1.45,301939.19,0,31,10
1.4,302808.91,0,31,9
1.16,319543.98,0,31,9
1.18,312266.53,0,31,9
0.97,477301.28,0,31,9
1.18,326913.34,0,31,8
1.19,347563.11,0,31,8
1.14,416694.11,0,31,8
1.23,327167.52,0,31,8
1.24,320002.63,0,31,7
1.22,336366.84,0,31,7
1.17,348318.4,0,31,7
1.17,341532.31,0,31,7
0.93,553640.36,0,31,7
1.18,333568.95,0,31,6
0.97,454278.32,0,31,6
1.24,293811.97,0,31,6
0.97,448117.51,0,31,6
0.95,481068.52,0,31,5
1.17,312532.64,0,31,5
0.83,512839.94,0,31,5
0.95,432737.31,0,31,5
0.76,667818.16,0,31,5
0.83,533830.62,0,31,4
1.06,347880.73,0,31,4
0.83,517277.53,0,31,4
1.05,349121.77,0,31,4
1.06,311571.85,0,31,3
1.09,291755.18,0,31,3
0.84,479956.1,0,31,3
1.08,291732.26,0,31,3
0.82,496972.61,0,31,2
1.05,296932.11,0,31,2
0.96,312270.64,0,31,2
0.58,696369.34,0,31,2
1.03,329626.92,0,31,1
0.93,399751.64,0,31,1
1.19,248039.16,0,31,1
0.96,413413.58,0,31,1
1.11,308711.73,0,31,1
1.43,329493.55,0,32,12
1.38,336267.19,0,32,12
1.37,356716.07,0,32,12
1.54,301329.5,0,32,12
1.57,279131.45,0,32,11
1.57,328557.17,0,32,11
1.72,293852.55,0,32,11
1.86,269770.44,0,32,11
1.83,254423.1,0,32,10
1.89,293380.24,0,32,10
1.74,335408.43,0,32,10
1.71,355667.75,0,32,10
1.61,366233.17,0,32,10
1.54,366205.45,0,32,9
1.41,403065.41,0,32,9
1.24,499659.75,0,32,9
1.3,488463.75,0,32,9
1.49,418742.8,0,32,8
1.45,408490.7,0,32,8
1.43,415099.81,0,32,8
1.45,411252.23,0,32,8
1.57,376353.23,0,32,7
1.56,389534.59,0,32,7
1.52,392041.56,0,32,7
1.47,420054.95,0,32,7
1.47,427325.17,0,32,7
1.24,478874.92,0,32,6
1.46,421529.12,0,32,6
1.44,426671.94,0,32,6
1.44,450346.65,0,32,6
1.18,484287.12,0,32,5
1.2,459980.05,0,32,5
1.22,474934.47,0,32,5
0.91,698601.84,0,32,5
1.21,478384.72,0,32,5
1.17,504960.76,0,32,4
1.17,366448.78,0,32,4
1.17,346080.71,0,32,4
1.28,370753.84,0,32,4
1.29,417870.83,0,32,3
1.05,543578.3,0,32,3
1.1,533501.85,0,32,3
1.33,417688.74,0,32,3
1.27,419881.8,0,32,2
1.26,409152.46,0,32,2
1.19,445228.64,0,32,2
0.96,675832.78,0,32,2
1.04,469689.07,0,32,1
1.34,448784.3,0,32,1
1.14,492565.69,0,32,1
1.23,413224.5,0,32,1
1.19,421093.02,0,32,1
0.64,1108953.48,0,33,12
0.56,1236204.18,0,33,12
0.67,1056806.44,0,33,12
0.63,1164027.22,0,33,12
0.72,907516.28,0,33,11
0.7,1226126.36,0,33,11
0.94,911367.38,0,33,11
1.0,734433.2,0,33,11
1.11,644652.47,0,33,10
1.02,699711.07,0,33,10
1.03,831120.57,0,33,10
0.99,885661.32,0,33,10
1.03,815711.64,0,33,10
1.04,811939.65,0,33,9
1.0,826738.9,0,33,9
0.88,961997.61,0,33,9
0.64,1455770.91,0,33,9
0.79,1024799.73,0,33,8
0.58,1459911.33,0,33,8
0.69,1325974.87,0,33,8
0.64,1522368.93,0,33,8
1.0,851296.1,0,33,7
0.94,922526.29,0,33,7
0.92,864516.85,0,33,7
0.89,995347.5,0,33,7
0.77,1069905.64,0,33,7
0.6,1360168.72,0,33,6
0.62,1348891.94,0,33,6
0.81,991221.27,0,33,6
0.67,1197277.61,0,33,6
0.58,1342825.39,0,33,5
0.68,1063411.38,0,33,5
0.55,1318932.22,0,33,5
0.57,1489269.33,0,33,5
0.62,1178000.01,0,33,5
0.54,1352494.83,0,33,4
0.61,1166007.02,0,33,4
0.56,1387970.0,0,33,4
0.61,1091234.04,0,33,4
0.54,1423939.62,0,33,3
0.56,1339528.26,0,33,3
0.64,1103110.33,0,33,3
0.51,1442973.47,0,33,3
0.57,1290021.19,0,33,2
0.67,1098967.88,0,33,2
0.61,1209857.67,0,33,2
0.55,1609195.36,0,33,2
0.64,1113755.21,0,33,1
0.61,1016720.53,0,33,1
0.71,1069974.38,0,33,1
0.59,1276128.92,0,33,1
0.62,1092066.65,0,33,1
1.26,80688.76,0,34,12
1.02,123555.7,0,34,12
1.21,84144.99,0,34,12
1.27,80731.39,0,34,12
1.27,67448.86,0,34,11
1.27,85227.73,0,34,11
1.26,86306.22,0,34,11
1.25,92657.44,0,34,11
1.25,86820.55,0,34,10
1.3,90368.85,0,34,10
1.27,87503.46,0,34,10
1.29,89506.29,0,34,10
1.3,92483.87,0,34,10
1.01,165178.31,0,34,9
1.27,91298.63,0,34,9
1.33,80206.95,0,34,9
1.23,93887.78,0,34,9
1.4,89247.85,0,34,8
1.42,89949.42,0,34,8
1.42,93415.78,0,34,8
1.37,97959.55,0,34,8
1.42,94553.4,0,34,7
1.35,104420.57,0,34,7
1.25,113655.96,0,34,7
1.29,111914.65,0,34,7
1.36,128114.61,0,34,7
1.39,110772.26,0,34,6
1.42,104127.89,0,34,6
1.41,102412.83,0,34,6
1.38,111137.97,0,34,6
1.4,117486.96,0,34,5
1.17,113857.64,0,34,5
0.87,165733.74,0,34,5
0.89,144813.19,0,34,5
0.92,169483.29,0,34,5
1.02,109421.34,0,34,4
1.17,107271.68,0,34,4
1.18,102684.74,0,34,4
1.26,87991.76,0,34,4
1.15,93607.68,0,34,3
1.17,87881.33,0,34,3
1.17,91112.78,0,34,3
1.18,99548.51,0,34,3
1.21,96483.82,0,34,2
1.23,84755.36,0,34,2
1.14,87228.1,0,34,2
1.18,105805.21,0,34,2
1.22,88551.72,0,34,1
1.2,96487.8,0,34,1
1.22,94971.15,0,34,1
1.23,110155.55,0,34,1
1.27,90521.74,0,34,1
1.09,1449394.65,0,35,12
1.06,1426470.94,0,35,12
1.08,1468901.87,0,35,12
1.09,1676509.02,0,35,12
1.35,1131932.27,0,35,11
1.49,1126964.32,0,35,11
1.57,1187396.84,0,35,11
1.55,1281023.69,0,35,11
1.54,1058938.09,0,35,10
1.53,1179301.18,0,35,10
1.49,1252399.56,0,35,10
1.41,1360541.39,0,35,10
1.37,1352081.51,0,35,10
1.35,1419113.4,0,35,9
1.24,1641724.15,0,35,9
1.18,1697761.29,0,35,9
1.1,1933628.13,0,35,9
1.22,1693969.47,0,35,8
1.21,1693418.62,0,35,8
1.12,1873446.99,0,35,8
1.17,1979362.94,0,35,8
1.25,1716384.76,0,35,7
1.22,1807152.43,0,35,7
1.15,1865426.77,0,35,7
1.09,2028847.18,0,35,7
1.05,2259572.01,0,35,7
1.03,2101835.6,0,35,6
0.87,2559002.86,0,35,6
1.04,2104834.28,0,35,6
0.93,2330438.23,0,35,6
0.9,2265037.77,0,35,5
0.94,2248726.67,0,35,5
0.95,2100440.16,0,35,5
0.86,2664926.82,0,35,5
0.97,2093998.59,0,35,5
0.95,2088524.46,0,35,4
0.95,2114990.64,0,35,4
1.0,1872378.56,0,35,4
1.04,1769050.34,0,35,4
1.07,1740836.89,0,35,3
0.95,1938247.08,0,35,3
0.91,2095165.01,0,35,3
1.06,1734414.9,0,35,3
1.07,1647189.23,0,35,2
1.03,1672884.28,0,35,2
0.97,1790822.72,0,35,2
0.83,2838853.24,0,35,2
1.05,1851372.18,0,35,1
1.16,1261352.88,0,35,1
1.12,1495176.98,0,35,1
1.08,1670524.63,0,35,1
0.94,2171818.57,0,35,1
0.94,525930.72,0,36,12
0.93,522499.15,0,36,12
0.7,923022.14,0,36,12
1.0,594246.5,0,36,12
1.22,404389.56,0,36,11
1.23,455618.12,0,36,11
1.22,487762.79,0,36,11
1.35,467433.56,0,36,11
1.4,407047.88,0,36,10
1.12,568596.03,0,36,10
1.16,563725.3,0,36,10
1.08,598035.57,0,36,10
0.83,954737.07,0,36,10
0.87,694289.8,0,36,9
0.94,603235.38,0,36,9
0.88,671817.53,0,36,9
1.01,613058.51,0,36,9
0.99,621458.42,0,36,8
0.92,668003.85,0,36,8
0.98,623628.8,0,36,8
0.96,659207.94,0,36,8
1.02,608614.15,0,36,7
0.97,602085.03,0,36,7
0.93,612572.73,0,36,7
0.98,669673.68,0,36,7
0.98,728681.01,0,36,7
0.92,662145.29,0,36,6
0.86,682680.66,0,36,6
0.85,626226.63,0,36,6
0.78,942774.69,0,36,6
0.77,832869.55,0,36,5
0.78,689730.64,0,36,5
0.75,884782.05,0,36,5
0.75,969780.21,0,36,5
0.76,852118.86,0,36,5
0.79,714374.65,0,36,4
0.69,917689.13,0,36,4
0.88,681434.09,0,36,4
0.79,806264.89,0,36,4
0.71,806586.49,0,36,3
0.94,556500.49,0,36,3
0.79,750735.4,0,36,3
0.83,769499.11,0,36,3
0.83,725928.01,0,36,2
0.71,823186.03,0,36,2
0.87,567176.93,0,36,2
0.72,948838.16,0,36,2
0.88,674373.81,0,36,1
0.9,596989.37,0,36,1
0.87,731385.02,0,36,1
0.88,731602.32,0,36,1
0.75,830063.2,0,36,1
1.24,208041.0,0,37,12
1.26,197054.39,0,37,12
1.24,215138.05,0,37,12
1.31,216077.75,0,37,12
1.49,175761.18,0,37,11
1.56,183327.73,0,37,11
1.47,211408.68,0,37,11
1.53,215345.69,0,37,11
1.42,211956.24,0,37,10
1.4,239744.28,0,37,10
1.37,247656.68,0,37,10
1.39,254093.87,0,37,10
1.36,261886.32,0,37,10
1.35,255043.21,0,37,9
1.27,278129.66,0,37,9
1.31,248257.02,0,37,9
1.27,287328.36,0,37,9
1.29,281758.14,0,37,8
1.29,279090.94,0,37,8
1.27,295307.02,0,37,8
1.31,280543.19,0,37,8
1.33,273951.5,0,37,7
1.31,279159.58,0,37,7
1.28,279442.6,0,37,7
1.2,303559.52,0,37,7
1.14,307215.96,0,37,7
1.12,297550.9,0,37,6
1.12,313757.2,0,37,6
1.09,298517.24,0,37,6
1.11,308049.48,0,37,6
1.18,295356.64,0,37,5
1.16,288374.18,0,37,5
1.1,293520.49,0,37,5
1.07,318524.19,0,37,5
1.06,326468.57,0,37,5
1.07,311438.51,0,37,4
1.11,284896.14,0,37,4
1.09,274246.43,0,37,4
1.13,262808.03,0,37,4
1.14,260487.14,0,37,3
1.13,288866.22,0,37,3
1.08,303779.53,0,37,3
1.08,298087.71,0,37,3
1.08,281060.42,0,37,2
1.05,263148.45,0,37,2
0.99,283960.43,0,37,2
0.86,403849.99,0,37,2
0.96,290633.33,0,37,1
0.96,242512.95,0,37,1
1.0,272248.84,0,37,1
0.99,257990.11,0,37,1
0.92,280335.82,0,37,1
1.2,176103.25,0,38,12
1.15,174209.1,0,38,12
1.1,186495.71,0,38,12
1.18,183871.72,0,38,12
1.21,154199.13,0,38,11
1.29,177112.27,0,38,11
1.33,177641.28,0,38,11
1.39,169723.23,0,38,11
1.28,174400.73,0,38,10
1.34,178512.86,0,38,10
1.28,203089.29,0,38,10
1.25,213460.34,0,38,10
1.19,229339.1,0,38,10
1.27,210791.27,0,38,9
1.18,238848.85,0,38,9
1.13,240632.37,0,38,9
1.11,263823.88,0,38,9
1.06,250434.52,0,38,8
1.11,236349.68,0,38,8
1.12,247600.94,0,38,8
1.1,266174.1,0,38,8
1.17,245374.63,0,38,7
1.07,272728.01,0,38,7
1.06,264253.28,0,38,7
1.02,296610.12,0,38,7
0.99,305399.4,0,38,7
1.0,259281.86,0,38,6
0.99,278178.65,0,38,6
0.96,280191.2,0,38,6
0.98,268775.52,0,38,6
1.0,274103.16,0,38,5
0.96,271979.26,0,38,5
1.0,250352.36,0,38,5
0.9,334121.64,0,38,5
0.95,283660.1,0,38,5
0.98,273208.48,0,38,4
0.99,251803.25,0,38,4
1.01,220100.13,0,38,4
1.03,189989.18,0,38,4
1.02,233604.1,0,38,3
0.99,264247.19,0,38,3
1.02,246110.88,0,38,3
0.99,255419.61,0,38,3
1.04,230260.29,0,38,2
0.98,214625.59,0,38,2
0.92,254611.93,0,38,2
0.78,394461.41,0,38,2
0.98,222414.16,0,38,1
0.97,272314.29,0,38,1
0.97,272594.61,0,38,1
0.97,243704.71,0,38,1
0.96,235618.91,0,38,1
1.16,103804.48,0,39,12
1.15,93106.8,0,39,12
1.04,113394.91,0,39,12
1.17,105733.4,0,39,12
1.31,82819.13,0,39,11
1.33,99233.86,0,39,11
1.41,98075.02,0,39,11
1.39,104169.98,0,39,11
1.26,105608.34,0,39,10
1.26,107231.19,0,39,10
1.22,121791.92,0,39,10
1.23,118935.46,0,39,10
1.13,133182.18,0,39,10
1.07,142130.59,0,39,9
1.06,144272.73,0,39,9
1.02,156833.09,0,39,9
1.01,162357.83,0,39,9
1.03,155029.38,0,39,8
1.04,147961.26,0,39,8
1.04,145313.85,0,39,8
1.04,142168.01,0,39,8
1.07,143067.18,0,39,7
1.04,150126.91,0,39,7
1.04,144948.27,0,39,7
1.01,158961.77,0,39,7
0.99,164583.69,0,39,7
1.02,141407.11,0,39,6
1.0,158224.62,0,39,6
0.99,152148.72,0,39,6
0.96,151372.89,0,39,6
0.93,162618.02,0,39,5
0.9,171189.02,0,39,5
0.94,141716.2,0,39,5
0.87,184595.6,0,39,5
0.87,178487.59,0,39,5
0.91,164410.77,0,39,4
0.93,150910.0,0,39,4
0.93,133381.56,0,39,4
0.97,113028.45,0,39,4
0.96,139668.9,0,39,3
0.96,156283.99,0,39,3
0.99,139661.75,0,39,3
0.98,142026.9,0,39,3
0.99,135623.05,0,39,2
0.98,115875.65,0,39,2
0.9,159758.46,0,39,2
0.91,198011.31,0,39,2
0.99,121477.84,0,39,1
0.99,143015.44,0,39,1
0.98,157618.05,0,39,1
0.97,143703.88,0,39,1
0.91,156699.18,0,39,1
1.07,428247.63,0,40,12
1.04,384448.27,0,40,12
1.03,434567.21,0,40,12
1.29,315955.99,0,40,12
1.43,279333.62,0,40,11
1.53,289773.71,0,40,11
1.62,277735.11,0,40,11
1.78,266345.33,0,40,11
1.79,238699.3,0,40,10
1.59,253163.64,0,40,10
1.61,330213.06,0,40,10
1.49,370422.62,0,40,10
1.35,381992.7,0,40,10
1.34,420076.53,0,40,9
1.39,407813.86,0,40,9
1.34,432472.11,0,40,9
1.32,472090.23,0,40,9
1.33,421583.74,0,40,8
1.27,456755.06,0,40,8
1.19,512843.34,0,40,8
1.37,453622.9,0,40,8
1.4,466095.04,0,40,7
1.42,450895.76,0,40,7
1.31,471698.22,0,40,7
1.26,489099.02,0,40,7
1.24,565017.74,0,40,7
1.25,464446.2,0,40,6
1.2,508036.18,0,40,6
1.15,501159.1,0,40,6
1.17,521408.99,0,40,6
1.18,489338.25,0,40,5
1.1,488201.43,0,40,5
1.17,438309.86,0,40,5
1.0,569710.14,0,40,5
1.06,481861.11,0,40,5
1.01,529817.53,0,40,4
1.15,448082.46,0,40,4
1.15,459342.82,0,40,4
1.05,488547.76,0,40,4
1.18,458899.34,0,40,3
1.18,404736.39,0,40,3
1.14,441333.91,0,40,3
1.13,443386.65,0,40,3
1.13,439280.11,0,40,2
1.09,419479.7,0,40,2
1.04,447945.8,0,40,2
0.91,796524.48,0,40,2
1.13,434121.25,0,40,1
1.11,409324.93,0,40,1
1.11,437356.64,0,40,1
1.08,434238.52,0,40,1
0.96,512117.98,0,40,1
0.89,473730.19,0,41,12
0.9,437170.79,0,41,12
0.81,505122.6,0,41,12
0.85,499144.04,0,41,12
1.08,392291.47,0,41,11
1.25,369682.4,0,41,11
1.37,353828.79,0,41,11
1.68,292299.52,0,41,11
1.65,270941.97,0,41,10
1.32,366026.91,0,41,10
1.27,443367.98,0,41,10
1.25,473046.6,0,41,10
1.09,534801.53,0,41,10
1.05,566089.72,0,41,9
1.18,457197.25,0,41,9
1.08,498555.72,0,41,9
1.06,550756.68,0,41,9
0.9,620041.46,0,41,8
0.94,578630.39,0,41,8
1.19,499056.18,0,41,8
1.14,534955.59,0,41,8
1.16,522678.71,0,41,7
1.18,526657.41,0,41,7
1.12,519567.72,0,41,7
0.98,604082.24,0,41,7
1.04,613005.97,0,41,7
0.89,595917.64,0,41,6
0.98,573831.3,0,41,6
0.88,596634.56,0,41,6
0.83,661159.79,0,41,6
0.92,576543.05,0,41,5
0.78,569349.05,0,41,5
0.86,553706.74,0,41,5
0.78,649503.23,0,41,5
0.68,679213.01,0,41,5
0.73,623486.79,0,41,4
0.8,621350.28,0,41,4
0.84,589694.67,0,41,4
0.9,527115.47,0,41,4
0.8,615580.7,0,41,3
0.76,649914.07,0,41,3
0.84,567953.21,0,41,3
0.81,627397.71,0,41,3
0.8,585693.61,0,41,2
0.86,592197.58,0,41,2
0.79,595414.77,0,41,2
0.61,917660.79,0,41,2
0.72,643326.66,0,41,1
0.85,564637.66,0,41,1
0.79,561712.98,0,41,1
0.81,578610.94,0,41,1
0.65,719749.77,0,41,1
1.18,690027.33,0,42,12
1.22,643518.28,0,42,12
1.29,655428.34,0,42,12
1.52,542857.36,0,42,12
1.75,488378.1,0,42,11
1.89,510752.32,0,42,11
1.94,506543.8,0,42,11
2.07,492504.81,0,42,11
2.2,477937.8,0,42,10
1.87,411873.66,0,42,10
1.99,590535.06,0,42,10
1.82,673082.26,0,42,10
1.52,731993.57,0,42,10
1.43,860546.65,0,42,9
1.5,813575.88,0,42,9
1.43,862732.45,0,42,9
1.47,850104.12,0,42,9
1.38,812410.86,0,42,8
1.28,825338.15,0,42,8
1.03,1114834.28,0,42,8
1.49,753570.45,0,42,8
1.52,814505.22,0,42,7
1.54,817357.28,0,42,7
1.46,804071.94,0,42,7
1.4,842731.76,0,42,7
1.41,891917.15,0,42,7
1.5,749554.87,0,42,6
1.44,800921.02,0,42,6
1.45,770382.05,0,42,6
1.35,899154.46,0,42,6
1.34,891069.03,0,42,5
1.31,817923.28,0,42,5
1.37,772064.79,0,42,5
1.06,961334.65,0,42,5
0.99,1001227.21,0,42,5
1.0,1017425.89,0,42,4
1.39,786422.89,0,42,4
1.38,765652.36,0,42,4
1.12,849739.84,0,42,4
1.47,716020.43,0,42,3
1.4,739577.85,0,42,3
1.41,714002.3,0,42,3
1.29,817240.38,0,42,3
1.29,824092.61,0,42,2
1.15,799826.02,0,42,2
1.34,696959.32,0,42,2
0.89,1355047.15,0,42,2
1.27,805039.06,0,42,1
1.05,844417.47,0,42,1
1.24,732860.83,0,42,1
1.21,765839.95,0,42,1
0.93,918798.74,0,42,1
1.17,475143.56,0,43,12
1.09,459322.74,0,43,12
0.88,809403.75,0,43,12
1.23,531803.4,0,43,12
1.45,383268.86,0,43,11
1.41,447760.4,0,43,11
1.43,472868.46,0,43,11
1.43,446970.37,0,43,11
1.42,368056.21,0,43,10
1.12,619599.06,0,43,10
1.2,618367.26,0,43,10
1.23,556874.5,0,43,10
0.89,917139.67,0,43,10
1.03,655426.45,0,43,9
1.03,586212.19,0,43,9
1.0,644049.31,0,43,9
1.13,563852.38,0,43,9
1.08,592604.21,0,43,8
1.11,605652.82,0,43,8
1.14,591638.12,0,43,8
1.11,619209.25,0,43,8
1.12,595856.48,0,43,7
1.1,581023.47,0,43,7
1.03,639853.23,0,43,7
1.11,628610.41,0,43,7
1.1,663580.48,0,43,7
1.03,638550.37,0,43,6
0.97,677710.31,0,43,6
1.01,666340.59,0,43,6
0.86,866343.38,0,43,6
0.87,771235.53,0,43,5
0.87,726064.91,0,43,5
0.83,844349.33,0,43,5
0.82,1007800.54,0,43,5
0.82,858037.45,0,43,5
0.88,752138.28,0,43,4
0.84,862450.87,0,43,4
0.93,728447.49,0,43,4
0.86,793187.83,0,43,4
0.85,781581.62,0,43,3
1.02,596110.62,0,43,3
0.94,712808.08,0,43,3
0.88,782395.12,0,43,3
0.91,737516.16,0,43,2
0.86,755726.36,0,43,2
0.98,593651.59,0,43,2
0.75,1040955.47,0,43,2
0.98,666670.45,0,43,1
0.92,726078.64,0,43,1
0.94,788935.31,0,43,1
0.86,831911.78,0,43,1
0.89,814295.85,0,43,1
1.02,308342.51,0,44,12
1.07,269690.96,0,44,12
1.2,243555.26,0,44,12
1.09,304040.1,0,44,12
1.33,229072.3,0,44,11
1.34,246915.39,0,44,11
1.41,255288.43,0,44,11
1.5,222378.08,0,44,11
1.43,227993.9,0,44,10
1.4,260446.46,0,44,10
1.3,281240.11,0,44,10
1.32,262764.71,0,44,10
1.3,301001.94,0,44,10
1.25,327724.02,0,44,9
1.12,331549.04,0,44,9
1.08,341887.56,0,44,9
1.03,419927.05,0,44,9
1.11,352297.98,0,44,8
1.08,381549.32,0,44,8
1.11,389639.12,0,44,8
1.17,362625.87,0,44,8
1.18,344490.91,0,44,7
1.18,336673.77,0,44,7
1.17,336050.16,0,44,7
1.08,389300.41,0,44,7
0.95,515792.87,0,44,7
1.07,367778.6,0,44,6
0.97,451741.89,0,44,6
1.04,357902.32,0,44,6
0.94,416168.39,0,44,6
0.97,441398.16,0,44,5
1.04,343576.29,0,44,5
0.89,422276.07,0,44,5
0.82,504149.45,0,44,5
0.76,591962.95,0,44,5
0.93,420066.9,0,44,4
1.01,370690.55,0,44,4
0.96,397990.96,0,44,4
1.05,340564.79,0,44,4
1.07,315023.95,0,44,3
1.07,331531.06,0,44,3
0.96,414943.26,0,44,3
1.06,325786.78,0,44,3
0.93,387740.23,0,44,2
1.04,302654.13,0,44,2
0.91,342704.71,0,44,2
0.69,593759.78,0,44,2
1.01,312455.27,0,44,1
0.95,317032.31,0,44,1
1.05,287599.16,0,44,1
0.98,322434.61,0,44,1
1.03,319228.46,0,44,1
0.79,5630041.84,0,45,12
0.72,5483207.89,0,45,12
0.76,5031206.93,0,45,12
0.76,5584114.56,0,45,12
0.93,4064847.35,0,45,11
1.06,4150510.67,0,45,11
1.11,4224677.32,0,45,11
1.16,4214624.13,0,45,11
1.19,3733135.22,0,45,10
1.09,4477594.56,0,45,10
1.03,4967651.41,0,45,10
1.0,5416591.81,0,45,10
1.01,5006659.75,0,45,10
0.98,5344837.49,0,45,9
0.86,6130653.55,0,45,9
0.82,6236078.55,0,45,9
0.78,6802635.25,0,45,9
0.84,5775721.7,0,45,8
0.87,5682046.61,0,45,8
0.94,5385035.37,0,45,8
0.93,5647940.41,0,45,8
0.98,5130900.02,0,45,7
0.97,5528475.32,0,45,7
0.94,5449441.63,0,45,7
0.91,5646460.01,0,45,7
0.91,6494533.3,0,45,7
0.89,6046264.46,0,45,6
0.89,6005535.29,0,45,6
0.85,6195284.67,0,45,6
0.83,6351400.69,0,45,6
0.8,6239677.27,0,45,5
0.72,6680323.25,0,45,5
0.73,6728120.77,0,45,5
0.72,7281887.35,0,45,5
0.71,6953488.71,0,45,5
0.7,6893900.54,0,45,4
0.71,6657073.54,0,45,4
0.73,6414263.17,0,45,4
0.74,6154503.04,0,45,4
0.77,6553308.82,0,45,3
0.77,6276764.8,0,45,3
0.79,5894070.33,0,45,3
0.78,5848140.87,0,45,3
0.77,5698454.09,0,45,2
0.82,5108381.41,0,45,2
0.7,6349601.68,0,45,2
0.7,7606351.8,0,45,2
0.79,5850128.4,0,45,1
0.94,3898235.29,0,45,1
0.81,5735627.03,0,45,1
0.84,5647635.02,0,45,1
0.79,5693942.07,0,45,1
0.94,3722102.33,0,46,12
0.96,3413410.59,0,46,12
1.21,2648135.47,0,46,12
0.99,3941512.2,0,46,12
1.39,2408199.34,0,46,11
1.38,2670425.59,0,46,11
1.37,2819888.75,0,46,11
1.44,2590997.85,0,46,11
1.44,2502552.63,0,46,10
1.43,2704875.68,0,46,10
1.24,3233029.42,0,46,10
1.37,2885138.33,0,46,10
1.38,3106952.74,0,46,10
1.32,3266161.45,0,46,9
1.11,3403999.22,0,46,9
1.08,3431698.41,0,46,9
0.96,4804279.06,0,46,9
1.11,3580022.43,0,46,8
1.11,3716886.69,0,46,8
1.09,4230674.67,0,46,8
1.18,3419326.48,0,46,8
1.18,3329108.94,0,46,7
1.17,3381732.73,0,46,7
1.15,3408142.71,0,46,7
1.1,3646868.94,0,46,7
0.91,5432816.58,0,46,7
1.09,3619364.21,0,46,6
0.94,4665536.74,0,46,6
1.07,3393712.37,0,46,6
0.91,4563745.14,0,46,6
0.92,4829487.03,0,46,5
1.05,3416062.07,0,46,5
0.82,5002102.24,0,46,5
0.86,4651540.06,0,46,5
0.75,6415228.14,0,46,5
0.84,5062464.54,0,46,4
1.01,3673260.93,0,46,4
0.86,4792907.32,0,46,4
1.04,3507226.18,0,46,4
1.05,3242245.67,0,46,3
1.05,3304400.62,0,46,3
0.88,4688502.05,0,46,3
1.07,3161231.11,0,46,3
0.84,4740050.22,0,46,2
1.04,3068786.09,0,46,2
0.98,3234338.23,0,46,2
0.62,6847218.72,0,46,2
1.02,3318109.53,0,46,1
0.9,3895844.89,0,46,1
1.09,2913810.18,0,46,1
0.93,4132191.54,0,46,1
1.06,3280451.38,0,46,1
1.15,69054.97,0,47,12
0.97,78377.53,0,47,12
0.96,91423.14,0,47,12
1.4,59510.92,0,47,12
1.49,49762.2,0,47,11
1.14,81018.31,0,47,11
1.07,99460.72,0,47,11
1.48,61365.68,0,47,11
1.39,51300.44,0,47,10
1.23,79477.96,0,47,10
1.33,68850.22,0,47,10
1.19,76241.91,0,47,10
0.87,131585.32,0,47,10
1.09,86853.6,0,47,9
1.05,74748.35,0,47,9
0.98,83096.19,0,47,9
1.12,83575.85,0,47,9
1.12,83627.94,0,47,8
1.09,87249.43,0,47,8
1.14,83933.43,0,47,8
1.16,89531.14,0,47,8
1.14,83902.91,0,47,7
1.08,82617.47,0,47,7
0.98,92386.91,0,47,7
1.06,90750.72,0,47,7
1.09,97365.48,0,47,7
