AveragePrice,Total Volume,type,region,month
1.01,349565.06,0,14,1
1.63,132716.65,0,14,1
1.35,169476.04,0,14,1
1.18,4245947.2,0,15,3
1.16,3944850.17,0,15,3
1.22,3953699.57,0,15,3
1.27,3654450.88,0,15,3
1.19,3920643.53,0,15,2
1.2,3351722.04,0,15,2
1.05,4104031.93,0,15,2
0.81,7094764.73,0,15,2
1.18,3857262.14,0,15,1
1.08,4824586.17,0,15,1
1.31,3437563.27,0,15,1
1.11,4123104.83,0,15,1
1.21,330371.24,0,16,3
1.18,299740.63,0,16,3
1.22,279645.04,0,16,3
1.21,289090.98,0,16,3
1.24,281655.48,0,16,2
1.25,277022.82,0,16,2
1.09,321368.64,0,16,2
1.16,395673.05,0,16,2
1.15,299069.36,0,16,1
1.14,345436.84,0,16,1
1.25,277616.71,0,16,1
1.33,257281.38,0,16,1
1.44,345963.16,0,17,3
1.43,308716.16,0,17,3
1.42,314847.26,0,17,3
1.17,432095.58,0,17,3
1.45,289607.63,0,17,2
1.42,283265.66,0,17,2
1.48,352731.83,0,17,2
1.38,427950.71,0,17,2
1.18,432600.1,0,17,1
1.18,474554.55,0,17,1
1.53,289124.31,0,17,1
1.52,283678.88,0,17,1
0.56,2120511.03,0,18,3
0.79,1243926.96,0,18,3
0.83,1324475.69,0,18,3
0.71,1501699.41,0,18,3
0.67,1657524.28,0,18,2
0.68,1572064.61,0,18,2
0.58,1870874.72,0,18,2
0.56,2381742.59,0,18,2
0.71,1647858.32,0,18,1
0.78,1584416.56,0,18,1
0.95,1316347.07,0,18,1
0.8,1390616.83,0,18,1
1.05,228837.36,0,19,3
1.01,209169.31,0,19,3
1.0,227995.61,0,19,3
1.09,207466.39,0,19,3
1.06,196615.34,0,19,2
0.91,186523.76,0,19,2
0.81,258008.01,0,19,2
0.79,335442.41,0,19,2
0.92,265600.2,0,19,1
1.03,233732.16,0,19,1
1.2,188231.39,0,19,1
0.95,241296.05,0,19,1
1.3,183489.03,0,20,3
1.12,234236.46,0,20,3
1.16,227714.5,0,20,3
1.12,229905.22,0,20,3
1.27,194729.14,0,20,2
1.31,185003.97,0,20,2
0.99,234557.28,0,20,2
0.96,365637.29,0,20,2
1.33,188556.57,0,20,1
1.14,231285.04,0,20,1
1.41,182389.99,0,20,1
1.2,197919.4,0,20,1
1.01,382746.42,0,21,3
1.17,311526.49,0,21,3
1.18,298805.55,0,21,3
1.05,371269.22,0,21,3
1.05,352533.59,0,21,2
1.13,325042.62,0,21,2
0.9,433809.84,0,21,2
0.88,512982.73,0,21,2
1.04,348153.29,0,21,1
1.05,364155.28,0,21,1
1.16,322932.06,0,21,1
1.05,345809.34,0,21,1
1.02,2843541.07,0,22,3
0.91,3395262.7,0,22,3
1.03,3059034.3,0,22,3
1.1,2667104.06,0,22,3
1.0,3029956.79,0,22,2
1.08,2749718.75,0,22,2
0.85,3323882.38,0,22,2
0.73,5070580.56,0,22,2
1.08,2893717.97,0,22,1
1.15,2653023.23,0,22,1
1.28,2409159.6,0,22,1
1.04,2725856.44,0,22,1
1.04,126662.1,0,23,3
1.02,126213.08,0,23,3
1.08,117108.97,0,23,3
1.15,97173.74,0,23,3
1.13,99580.43,0,23,2
1.06,101522.07,0,23,2
0.87,130566.55,0,23,2
0.84,169828.77,0,23,2
1.18,96546.56,0,23,1
1.07,119167.18,0,23,1
1.15,121812.81,0,23,1
1.0,118958.8,0,23,1
1.37,698961.15,0,24,3
1.17,828837.57,0,24,3
1.19,888615.09,0,24,3
1.14,881388.29,0,24,3
1.36,647233.53,0,24,2
1.34,669345.2,0,24,2
1.0,856022.49,0,24,2
0.98,1310671.51,0,24,2
1.4,661212.22,0,24,1
1.19,825835.92,0,24,1
1.46,617912.41,0,24,1
1.22,746903.16,0,24,1
1.14,3911075.35,0,25,3
1.03,4558888.55,0,25,3
1.15,3874143.18,0,25,3
1.2,3554252.13,0,25,3
1.24,3349766.24,0,25,2
1.25,3135330.32,0,25,2
1.1,3803512.06,0,25,2
0.96,5286412.87,0,25,2
1.19,3647362.37,0,25,1
1.13,4022549.75,0,25,1
1.28,3537243.04,0,25,1
1.2,3437632.8,0,25,1
0.95,306280.52,0,26,3
0.89,316201.23,0,26,3
0.94,304701.2,0,26,3
1.03,243867.72,0,26,3
1.08,230229.94,0,26,2
1.05,230083.5,0,26,2
0.8,303827.76,0,26,2
0.8,391780.25,0,26,2
1.08,221273.84,0,26,1
1.0,273473.62,0,26,1
1.04,291320.91,0,26,1
0.85,303963.18,0,26,1
1.04,305105.53,0,27,3
1.02,316969.55,0,27,3
1.05,316463.18,0,27,3
1.03,332378.96,0,27,3
0.98,373167.22,0,27,2
1.02,306966.07,0,27,2
0.97,289527.53,0,27,2
0.76,521184.22,0,27,2
1.08,314915.09,0,27,1
1.04,310587.46,0,27,1
1.15,290571.66,0,27,1
1.15,295941.23,0,27,1
1.34,1774776.77,0,28,3
1.43,1564859.63,0,28,3
1.35,1755052.38,0,28,3
1.23,1931495.66,0,28,3
1.3,1615325.14,0,28,2
1.24,1413687.38,0,28,2
1.27,2051389.99,0,28,2
1.28,2959541.38,0,28,2
1.2,2278728.69,0,28,1
1.27,2135242.76,0,28,1
1.67,1294149.71,0,28,1
1.67,1287480.31,0,28,1
1.35,5134637.05,0,29,3
1.34,4621126.31,0,29,3
1.27,5214137.33,0,29,3
1.22,5318554.52,0,29,3
1.3,4525386.69,0,29,2
1.31,4112725.9,0,29,2
1.24,5694136.21,0,29,2
1.22,7508650.27,0,29,2
1.23,5680957.63,0,29,1
1.25,6137752.61,0,29,1
1.49,4073408.38,0,29,1
1.43,4230002.92,0,29,1
1.46,483124.53,0,30,3
1.4,428028.9,0,30,3
1.08,765746.37,0,30,3
1.35,458200.4,0,30,3
1.38,399308.69,0,30,2
1.35,395298.31,0,30,2
1.11,617475.89,0,30,2
1.06,847261.25,0,30,2
1.44,441977.0,0,30,1
1.33,577116.22,0,30,1
1.42,419376.62,0,30,1
1.17,502851.14,0,30,1
1.32,429132.5,0,31,3
1.11,508979.43,0,31,3
1.13,529200.61,0,31,3
1.13,533700.98,0,31,3
1.3,416950.05,0,31,2
1.31,396568.38,0,31,2
1.0,516404.7,0,31,2
0.99,759532.37,0,31,2
1.35,414781.12,0,31,1
1.16,482904.74,0,31,1
1.4,387588.47,0,31,1
1.19,430765.97,0,31,1
1.31,503277.65,0,32,3
1.33,471175.79,0,32,3
1.32,486492.24,0,32,3
1.36,443651.36,0,32,3
1.26,490292.38,0,32,2
1.24,443312.68,0,32,2
1.02,611269.34,0,32,2
1.12,819224.3,0,32,2
1.23,537883.88,0,32,1
1.32,527860.09,0,32,1
1.5,419189.36,0,32,1
1.56,408203.49,0,32,1
0.59,1684537.69,0,33,3
0.71,1299190.92,0,33,3
0.58,1619549.79,0,33,3
0.61,1672899.36,0,33,3
0.72,1224254.4,0,33,2
0.59,1544983.15,0,33,2
0.64,1490711.97,0,33,2
0.59,1998260.47,0,33,2
0.68,1592137.3,0,33,1
0.78,1315329.83,0,33,1
0.81,1354912.98,0,33,1
0.89,1025312.59,0,33,1
1.28,132097.87,0,34,3
0.98,198246.71,0,34,3
1.23,134625.32,0,34,3
1.23,120612.82,0,34,3
0.98,184226.61,0,34,2
1.21,121002.8,0,34,2
1.22,116882.18,0,34,2
0.98,202604.34,0,34,2
1.23,119606.35,0,34,1
1.01,183347.37,0,34,1
1.3,117483.82,0,34,1
1.3,110929.77,0,34,1
1.08,2298609.62,0,35,3
1.06,2346527.89,0,35,3
1.15,2152113.24,0,35,3
1.15,2092354.75,0,35,3
1.13,2115879.93,0,35,2
1.2,1807033.26,0,35,2
1.06,2198997.16,0,35,2
0.91,3316494.76,0,35,2
0.99,2533937.56,0,35,1
1.18,2208596.12,0,35,1
1.25,2033823.81,0,35,1
1.17,2103531.72,0,35,1
1.06,658169.39,0,36,3
1.04,759157.5,0,36,3
1.11,676307.43,0,36,3
1.16,592281.81,0,36,3
1.01,772848.65,0,36,2
1.06,636925.69,0,36,2
1.25,507333.47,0,36,2
0.88,1051039.26,0,36,2
1.34,486679.98,0,36,1
1.17,608159.45,0,36,1
1.06,747864.18,0,36,1
1.22,567488.01,0,36,1
1.24,362959.17,0,37,3
0.92,552900.21,0,37,3
1.2,384595.79,0,37,3
1.28,330201.25,0,37,3
1.28,343583.53,0,37,2
1.29,302077.06,0,37,2
1.1,367903.88,0,37,2
0.97,525075.42,0,37,2
1.34,322348.72,0,37,1
1.12,407825.0,0,37,1
1.29,360772.32,0,37,1
1.3,317209.9,0,37,1
1.1,316217.11,0,38,3
0.98,365038.23,0,38,3
1.0,345645.83,0,38,3
1.14,289118.6,0,38,3
1.13,277107.48,0,38,2
1.18,237767.01,0,38,2
1.01,292742.42,0,38,2
0.86,469093.71,0,38,2
1.21,267305.91,0,38,1
1.12,322272.97,0,38,1
1.19,311185.65,0,38,1
1.03,300234.79,0,38,1
0.99,218058.0,0,39,3
0.97,209053.83,0,39,3
0.93,228663.46,0,39,3
1.07,178885.9,0,39,3
1.06,174394.57,0,39,2
1.06,155902.21,0,39,2
0.85,207658.32,0,39,2
0.82,287728.25,0,39,2
1.14,159289.18,0,39,1
1.11,176001.32,0,39,1
1.09,189671.57,0,39,1
0.93,203482.84,0,39,1
1.13,570446.95,0,40,3
1.14,517463.38,0,40,3
1.18,546435.55,0,40,3
1.18,559943.98,0,40,3
0.99,589559.59,0,40,2
1.19,530247.15,0,40,2
1.07,554598.15,0,40,2
0.86,862337.1,0,40,2
1.32,468915.38,0,40,1
1.15,591211.37,0,40,1
1.31,504269.23,0,40,1
1.35,465108.34,0,40,1
1.1,488321.93,0,41,3
0.92,643491.07,0,41,3
1.14,512155.1,0,41,3
1.24,459124.87,0,41,3
1.07,538360.91,0,41,2
1.23,447962.28,0,41,2
0.93,558926.47,0,41,2
0.88,858101.65,0,41,2
1.07,566134.81,0,41,1
1.26,460708.82,0,41,1
1.41,439652.12,0,41,1
1.18,464720.86,0,41,1
1.01,1203274.11,0,42,3
1.38,777300.99,0,42,3
1.29,904333.98,0,42,3
1.16,1051308.5,0,42,3
1.17,984000.13,0,42,2
1.06,1149074.92,0,42,2
1.32,823086.86,0,42,2
0.84,1706251.05,0,42,2
1.38,821352.05,0,42,1
1.01,1301932.95,0,42,1
1.21,1117376.99,0,42,1
1.46,818086.25,0,42,1
1.4,524265.69,0,43,3
1.21,685505.57,0,43,3
1.42,514742.18,0,43,3
1.43,456320.3,0,43,3
1.22,636462.47,0,43,2
1.46,468075.23,0,43,2
1.4,468936.03,0,43,2
1.04,909127.6,0,43,2
1.34,548587.07,0,43,1
1.31,600669.78,0,43,1
1.26,709903.13,0,43,1
1.43,474305.15,0,43,1
1.19,450658.34,0,44,3
1.06,542846.79,0,44,3
1.13,482065.76,0,44,3
1.16,457398.25,0,44,3
1.25,405689.01,0,44,2
1.2,396970.44,0,44,2
1.05,452805.55,0,44,2
0.96,678235.27,0,44,2
1.22,435490.6,0,44,1
1.1,506254.11,0,44,1
1.24,423919.68,0,44,1
1.19,402919.29,0,44,1
0.7,9010588.32,0,45,3
0.86,6579144.13,0,45,3
0.89,6621293.03,0,45,3
0.79,7399716.74,0,45,3
0.76,7648478.57,0,45,2
0.78,7057862.0,0,45,2
0.7,8043965.41,0,45,2
0.65,10323174.59,0,45,2
0.82,7110840.99,0,45,1
0.86,7128446.75,0,45,1
0.96,6514441.7,0,45,1
0.9,6148732.19,0,45,1
1.23,4454904.4,0,46,3
1.07,5278752.32,0,46,3
1.1,5239198.71,0,46,3
1.12,5054856.62,0,46,3
1.23,4302561.08,0,46,2
1.23,4082887.98,0,46,2
0.97,5141310.45,0,46,2
0.95,7516415.07,0,46,2
1.27,4199974.24,0,46,1
1.14,4954059.33,0,46,1
1.31,4198992.14,0,46,1
1.14,4544750.92,0,46,1
1.15,99982.71,0,47,3
1.17,98328.71,0,47,3
1.3,82487.75,0,47,3
1.19,94804.19,0,47,3
1.16,97120.83,0,47,2
1.28,79223.81,0,47,2
1.16,95011.27,0,47,2
0.98,141362.77,0,47,2
1.16,88197.75,0,47,1
1.07,105005.26,0,47,1
1.2,102537.95,0,47,1
1.18,85027.89,0,47,1
1.25,165209.29,0,48,3
1.07,191261.08,0,48,3
1.02,249444.49,0,48,3
1.32,172050.58,0,48,3
1.29,188826.97,0,48,2
1.22,172847.28,0,48,2
1.15,174606.68,0,48,2
0.9,322673.64,0,48,2
1.24,208484.39,0,48,1
1.05,257250.2,0,48,1
1.36,171192.49,0,48,1
1.34,171869.94,0,48,1
1.38,93961.48,0,49,3
1.2,71732.63,0,49,3
1.12,90823.29,0,49,3
1.1,89700.27,0,49,3
1.24,68888.16,0,49,2
1.3,65757.32,0,49,2
1.3,78222.88,0,49,2
1.15,113023.35,0,49,2
1.34,73320.15,0,49,1
1.45,84994.86,0,49,1
1.31,79367.52,0,49,1
1.21,68938.02,0,49,1
1.33,469300.74,0,50,3
1.13,574380.46,0,50,3
1.16,580771.43,0,50,3
1.14,597351.68,0,50,3
1.3,484876.62,0,50,2
1.33,442206.63,0,50,2
1.0,569543.02,0,50,2
0.98,853642.9,0,50,2
1.36,461179.38,0,50,1
1.17,577173.29,0,50,1
1.41,446629.55,0,50,1
1.2,484007.91,0,50,1
1.03,43409835.75,0,51,3
1.05,41386314.12,0,51,3
1.09,40449603.12,0,51,3
1.07,40741214.05,0,51,3
1.06,40021528.76,0,51,2
1.08,36709887.49,0,51,2
0.97,43167806.09,0,51,2
0.87,62505646.52,0,51,2
1.09,40171640.84,0,51,1
1.08,42939821.55,0,51,1
1.2,37299945.22,0,51,1
1.13,36703156.72,0,51,1
0.93,7667064.46,0,52,3
0.99,7254940.65,0,52,3
1.0,6906412.5,0,52,3
0.96,7371498.76,0,52,3
0.97,7408451.31,0,52,2
0.98,6783106.02,0,52,2
0.93,7463494.79,0,52,2
0.83,10565056.41,0,52,2
1.01,7007265.31,0,52,1
1.04,7053820.12,0,52,1
1.05,7577456.14,0,52,1
1.08,6358768.95,0,52,1
0.84,965185.06,0,53,3
0.88,855251.17,0,53,3
0.94,897607.12,0,53,3
0.88,935934.1,0,53,3
0.88,895671.55,0,53,2
0.89,896808.98,0,53,2
0.75,1071952.06,0,53,2
0.76,1272039.8,0,53,2
0.85,957086.16,0,53,1
0.84,1020913.2,0,53,1
0.9,950954.6,0,53,1
0.88,880266.52,0,53,1
1.83,989.55,1,0,12
1.89,1163.03,1,0,12
1.85,995.96,1,0,12
1.84,1158.42,1,0,12
1.94,831.69,1,0,11
1.94,858.83,1,0,11
1.89,1208.54,1,0,11
1.88,1332.27,1,0,11
1.88,1021.68,1,0,11
1.83,1161.9,1,0,10
1.97,969.29,1,0,10
1.9,1170.01,1,0,10
1.98,1145.88,1,0,10
1.98,814.13,1,0,9
1.98,774.2,1,0,9
1.99,902.5,1,0,9
1.86,1168.86,1,0,9
1.88,1239.16,1,0,8
1.87,1275.64,1,0,8
2.0,1467.23,1,0,8
1.88,1421.47,1,0,8
2.0,1223.94,1,0,8
2.01,1449.04,1,0,7
2.08,1076.23,1,0,7
2.01,1175.34,1,0,7
2.04,1573.19,1,0,7
2.02,1200.61,1,0,6
2.09,1053.73,1,0,6
2.03,1542.45,1,0,6
1.93,1547.03,1,0,6
1.9,1752.14,1,0,5
1.93,1628.65,1,0,5
1.87,1881.08,1,0,5
1.98,2117.48,1,0,5
2.03,1798.99,1,0,5
1.9,929.61,1,0,4
1.96,1516.24,1,0,4
1.76,1634.59,1,0,4
1.93,1526.1,1,0,4
1.93,1082.44,1,0,3
1.86,1375.02,1,0,3
1.79,1473.56,1,0,3
1.79,1626.32,1,0,3
1.76,1663.35,1,0,3
1.82,1152.33,1,0,2
1.81,1182.3,1,0,2
1.59,1770.87,1,0,2
1.83,1228.51,1,0,2
1.89,1115.89,1,0,1
1.93,1118.47,1,0,1
1.77,1182.56,1,0,1
1.79,1373.95,1,0,1
1.84,3195.0,1,1,12
1.89,3973.64,1,1,12
1.78,3610.91,1,1,12
1.48,4400.25,1,1,12
1.37,5205.88,1,1,11
1.88,4015.99,1,1,11
1.85,3888.18,1,1,11
1.74,5317.73,1,1,11
1.79,5445.08,1,1,11
1.87,5476.77,1,1,10
1.94,5657.95,1,1,10
1.75,7279.83,1,1,10
1.79,7423.5,1,1,10
2.01,5392.63,1,1,9
2.04,5705.15,1,1,9
2.0,5891.89,1,1,9
1.98,6736.29,1,1,9
1.53,9298.19,1,1,8
1.52,10342.09,1,1,8
1.83,6627.48,1,1,8
2.01,5579.38,1,1,8
1.8,5792.88,1,1,8
1.56,7888.45,1,1,7
1.29,7641.69,1,1,7
1.6,5946.34,1,1,7
1.5,5744.26,1,1,7
1.39,6313.67,1,1,6
1.83,5003.46,1,1,6
1.85,4484.76,1,1,6
1.74,4096.05,1,1,6
1.84,4803.11,1,1,5
1.74,5464.3,1,1,5
1.78,5157.67,1,1,5
1.82,5067.95,1,1,5
2.03,3976.19,1,1,5
2.01,4447.09,1,1,4
1.63,6705.06,1,1,4
1.79,6687.31,1,1,4
1.74,5558.81,1,1,4
1.88,5076.62,1,1,3
1.62,6483.98,1,1,3
1.19,13985.95,1,1,3
1.22,16026.95,1,1,3
1.22,16227.56,1,1,3
1.38,10969.92,1,1,2
1.46,7783.29,1,1,2
1.29,13288.3,1,1,2
1.44,7665.7,1,1,2
1.87,3047.38,1,1,1
1.86,4294.01,1,1,1
1.84,3743.82,1,1,1
1.76,3846.69,1,1,1
1.51,14201.42,1,2,12
1.67,9296.03,1,2,12
1.72,12403.85,1,2,12
1.46,9717.55,1,2,12
1.32,10961.82,1,2,11
1.39,9576.59,1,2,11
1.64,6884.09,1,2,11
1.65,7159.03,1,2,11
1.6,9421.09,1,2,11
1.59,11223.38,1,2,10
1.54,10215.96,1,2,10
1.53,9453.04,1,2,10
1.63,8857.68,1,2,10
1.7,7552.49,1,2,9
1.35,11150.19,1,2,9
1.6,11772.43,1,2,9
1.58,14379.6,1,2,9
1.6,12626.2,1,2,8
1.72,11555.75,1,2,8
1.75,10280.59,1,2,8
1.66,13132.64,1,2,8
1.72,11937.63,1,2,8
1.72,8502.95,1,2,7
1.81,8669.79,1,2,7
1.7,8904.2,1,2,7
1.69,12480.84,1,2,7
1.7,11718.49,1,2,6
1.69,10939.94,1,2,6
1.61,13924.11,1,2,6
1.71,13808.71,1,2,6
1.69,12640.64,1,2,5
1.69,17042.46,1,2,5
1.42,22470.42,1,2,5
1.7,14499.46,1,2,5
1.66,16396.29,1,2,5
1.7,13466.97,1,2,4
1.64,15852.99,1,2,4
1.66,15999.82,1,2,4
1.63,14551.96,1,2,4
1.63,15847.83,1,2,3
1.25,16507.0,1,2,3
1.59,11586.41,1,2,3
1.56,19053.84,1,2,3
1.58,15923.18,1,2,3
1.19,23920.36,1,2,2
1.56,16335.15,1,2,2
1.43,14898.15,1,2,2
1.15,27929.74,1,2,2
1.41,15387.74,1,2,1
1.41,14057.45,1,2,1
1.22,26008.88,1,2,1
1.29,19137.28,1,2,1
0.91,2272.26,1,3,12
1.17,1807.57,1,3,12
0.87,4054.49,1,3,12
1.36,1286.83,1,3,12
1.34,1047.42,1,3,11
1.54,1000.86,1,3,11
1.78,881.14,1,3,11
1.5,1059.69,1,3,11
1.16,2767.88,1,3,11
1.95,1106.41,1,3,10
2.05,1169.26,1,3,10
1.95,1396.94,1,3,10
1.83,1802.83,1,3,10
2.02,1137.03,1,3,9
1.93,956.97,1,3,9
2.28,996.79,1,3,9
2.35,908.95,1,3,9
1.47,3103.71,1,3,8
2.29,937.64,1,3,8
1.69,2649.76,1,3,8
1.91,1656.67,1,3,8
2.15,1196.53,1,3,8
2.08,1555.89,1,3,7
1.45,3103.11,1,3,7
2.05,1454.28,1,3,7
2.18,1594.45,1,3,7
1.58,2550.15,1,3,6
1.49,1921.75,1,3,6
2.18,1402.21,1,3,6
2.24,1381.67,1,3,6
1.54,2693.46,1,3,5
1.97,1274.53,1,3,5
1.92,1178.2,1,3,5
1.71,1404.65,1,3,5
1.55,1403.79,1,3,5
1.36,2154.49,1,3,4
1.69,1453.59,1,3,4
1.41,3807.38,1,3,4
1.83,1701.31,1,3,4
1.52,3933.04,1,3,3
1.51,3570.83,1,3,3
1.63,1777.09,1,3,3
1.5,4314.45,1,3,3
1.68,1396.48,1,3,3
1.75,1081.18,1,3,2
1.62,1308.88,1,3,2
1.35,3870.67,1,3,2
1.43,1780.76,1,3,2
1.82,1174.53,1,3,1
1.44,2973.94,1,3,1
1.44,2378.68,1,3,1
1.64,1505.12,1,3,1
1.48,7986.08,1,4,12
1.41,7939.48,1,4,12
1.55,8563.97,1,4,12
1.29,8286.37,1,4,12
1.28,6869.81,1,4,11
1.27,7668.48,1,4,11
1.15,8779.47,1,4,11
1.22,7507.69,1,4,11
1.3,7166.04,1,4,11
1.27,8471.24,1,4,10
1.26,6986.04,1,4,10
1.26,7698.58,1,4,10
1.28,8186.26,1,4,10
2.0,2023.36,1,4,9
2.01,2623.42,1,4,9
2.0,3283.74,1,4,9
1.97,3343.86,1,4,9
2.03,2633.6,1,4,8
2.0,3080.47,1,4,8
2.09,2694.61,1,4,8
2.02,2955.27,1,4,8
2.12,3357.29,1,4,8
2.02,3367.46,1,4,7
2.05,3388.25,1,4,7
2.19,2763.5,1,4,7
2.13,3135.77,1,4,7
2.03,3045.1,1,4,6
2.06,2662.63,1,4,6
2.03,2943.18,1,4,6
2.0,3641.0,1,4,6
1.94,4235.93,1,4,5
1.94,3507.89,1,4,5
1.91,4366.74,1,4,5
2.02,3428.91,1,4,5
1.82,4123.17,1,4,5
1.86,3517.6,1,4,4
1.94,2696.21,1,4,4
1.86,3619.27,1,4,4
1.91,3202.71,1,4,4
1.98,2121.96,1,4,3
1.94,2763.26,1,4,3
1.99,1965.57,1,4,3
1.91,2566.9,1,4,3
1.85,3024.12,1,4,3
1.74,3325.89,1,4,2
1.91,2271.95,1,4,2
1.91,3098.29,1,4,2
1.78,2943.85,1,4,2
2.01,1948.28,1,4,1
2.0,2209.34,1,4,1
1.94,2217.82,1,4,1
1.83,2192.13,1,4,1
1.47,5043.15,1,5,12
1.5,5314.55,1,5,12
1.45,4317.94,1,5,12
1.57,2544.92,1,5,12
1.6,2261.52,1,5,11
1.57,2626.33,1,5,11
1.59,1852.24,1,5,11
1.55,4031.98,1,5,11
1.55,2738.24,1,5,11
1.55,3021.45,1,5,10
1.57,3334.38,1,5,10
1.52,4176.1,1,5,10
1.55,3447.03,1,5,10
1.58,1477.67,1,5,9
1.56,3291.61,1,5,9
1.55,4265.98,1,5,9
1.53,5283.38,1,5,9
1.62,1771.59,1,5,8
1.57,3681.62,1,5,8
1.89,716.29,1,5,8
1.6,2743.42,1,5,8
1.86,3348.4,1,5,8
1.87,3413.88,1,5,7
1.91,1728.99,1,5,7
2.02,614.3,1,5,7
1.91,1439.39,1,5,7
1.83,3567.3,1,5,6
1.9,1187.71,1,5,6
1.83,3436.93,1,5,6
1.8,4777.04,1,5,6
1.79,5018.44,1,5,5
1.8,5016.96,1,5,5
1.79,5111.52,1,5,5
1.85,2161.08,1,5,5
1.81,3647.7,1,5,5
1.84,2560.97,1,5,4
1.83,2731.48,1,5,4
1.79,3473.94,1,5,4
1.8,2585.22,1,5,4
1.83,1642.66,1,5,3
1.93,530.96,1,5,3
1.79,712.4,1,5,3
1.56,2163.15,1,5,3
1.55,3520.47,1,5,3
1.53,5821.39,1,5,2
1.65,1269.74,1,5,2
1.54,3414.8,1,5,2
1.55,2808.55,1,5,2
1.6,1480.91,1,5,1
1.64,1426.87,1,5,1
1.59,2078.49,1,5,1
1.73,379.82,1,5,1
1.45,98576.63,1,6,12
1.35,99793.55,1,6,12
1.39,98605.4,1,6,12
1.48,91211.53,1,6,12
1.75,83415.54,1,6,11
1.6,89062.36,1,6,11
1.59,97265.23,1,6,11
1.66,101320.15,1,6,11
1.6,104331.19,1,6,11
1.64,103918.03,1,6,10
2.01,73799.28,1,6,10
2.07,70004.38,1,6,10
2.0,81751.48,1,6,10
1.85,80734.58,1,6,9
1.92,94267.54,1,6,9
1.97,95230.68,1,6,9
1.99,88963.61,1,6,9
1.98,90125.42,1,6,8
1.85,107431.24,1,6,8
1.96,90240.43,1,6,8
2.03,86211.24,1,6,8
1.99,89435.6,1,6,8
1.93,98449.84,1,6,7
1.89,103081.23,1,6,7
1.8,115063.87,1,6,7
1.67,135522.65,1,6,7
1.67,116913.79,1,6,6
1.69,116908.54,1,6,6
1.68,116322.44,1,6,6
1.67,114406.15,1,6,6
1.5,119999.12,1,6,5
1.5,135543.89,1,6,5
1.49,133759.31,1,6,5
1.4,160570.28,1,6,5
1.48,119059.56,1,6,5
1.5,128166.45,1,6,4
1.52,123851.34,1,6,4
1.5,119549.28,1,6,4
1.52,120814.24,1,6,4
1.53,111423.89,1,6,3
1.3,112284.57,1,6,3
1.52,94419.17,1,6,3
1.48,108346.9,1,6,3
1.15,250298.58,1,6,3
1.41,136421.88,1,6,2
1.52,116499.36,1,6,2
1.35,132790.41,1,6,2
1.11,196031.9,1,6,2
1.3,121698.02,1,6,1
1.24,195207.6,1,6,1
1.1,158110.68,1,6,1
1.24,142349.77,1,6,1
1.9,2948.39,1,7,12
1.9,2940.47,1,7,12
1.9,2720.17,1,7,12
1.95,2487.94,1,7,12
1.96,2617.44,1,7,11
1.97,2798.21,1,7,11
1.94,3002.61,1,7,11
1.91,3103.1,1,7,11
1.92,3507.63,1,7,11
1.93,3851.01,1,7,10
1.97,3681.19,1,7,10
1.94,3614.95,1,7,10
2.06,3480.18,1,7,10
2.16,2965.81,1,7,9
1.97,4103.72,1,7,9
2.02,3992.43,1,7,9
2.01,4259.63,1,7,9
2.01,4203.2,1,7,8
2.06,4602.39,1,7,8
2.04,4279.91,1,7,8
1.98,4920.3,1,7,8
2.11,3977.77,1,7,8
2.08,3206.72,1,7,7
2.05,3885.45,1,7,7
2.13,3962.07,1,7,7
2.16,3669.96,1,7,7
2.15,3823.73,1,7,6
2.19,3425.95,1,7,6
2.06,4040.75,1,7,6
2.02,4369.42,1,7,6
2.14,4092.07,1,7,5
2.07,4774.56,1,7,5
1.26,11088.2,1,7,5
2.05,4245.72,1,7,5
1.8,4635.16,1,7,5
2.18,3471.08,1,7,4
2.06,4163.99,1,7,4
2.12,3870.58,1,7,4
2.08,3643.37,1,7,4
1.96,3493.98,1,7,3
1.9,4289.1,1,7,3
1.87,3890.97,1,7,3
1.84,4143.11,1,7,3
1.9,3545.33,1,7,3
1.9,3180.29,1,7,2
1.92,3125.59,1,7,2
1.87,4011.02,1,7,2
1.93,3557.34,1,7,2
2.29,2694.11,1,7,1
2.15,2697.81,1,7,1
2.29,2390.22,1,7,1
2.13,2965.62,1,7,1
1.58,20995.37,1,8,12
1.58,22452.3,1,8,12
1.59,24059.71,1,8,12
1.59,27081.13,1,8,12
1.59,22168.32,1,8,11
1.57,24095.66,1,8,11
1.58,25759.36,1,8,11
1.59,26247.16,1,8,11
1.6,24450.48,1,8,11
1.61,22648.93,1,8,10
1.79,19818.98,1,8,10
1.69,19520.71,1,8,10
1.78,20398.64,1,8,10
1.67,24311.76,1,8,9
1.6,26935.23,1,8,9
1.61,27327.18,1,8,9
1.61,28269.21,1,8,9
1.6,30663.55,1,8,8
1.61,31623.52,1,8,8
1.62,29458.3,1,8,8
1.62,28253.94,1,8,8
1.59,27490.93,1,8,8
1.62,26098.32,1,8,7
1.65,19677.2,1,8,7
1.66,18945.72,1,8,7
1.67,19704.96,1,8,7
1.68,18877.36,1,8,6
1.82,16136.49,1,8,6
1.87,18374.82,1,8,6
1.85,19636.24,1,8,6
1.85,18625.81,1,8,5
1.86,20871.17,1,8,5
1.57,24727.46,1,8,5
1.47,27146.38,1,8,5
1.51,27210.49,1,8,5
1.51,31932.1,1,8,4
